JPM_2019.pdf,JPM_2018.pdf,JPM_2020.pdf,JPM_2021.pdf,JPM_2022.pdf
,,,"The Firm’s privacy framework outlines roles and responsibilities, sets compliance risk management controls in the form of policies and standards, directs advisory requests, and provides protocols for monitoring, reporting and escalation of key privacy risks and issues.",
,,,"The program reports periodically to our management, including our Board of Directors.",
,,,Our multi-stakeholder approach to oversight and governance is embedded in our three lines of defense and supported by dedicated data and privacy teams around the world.,
,,,"We provide regular training and awareness to our workforce, not only on core privacy obligations and how to meet them, but also on emerging risks, trends and new developments.",
,,,"Information on how we collect, process, use, share and disposition personal information, as well as rights that individuals may have with respect to their personal information and how to exercise them, is available on our websites and upon request through multiple channels.",
,,,"In addition to traditional privacy notices, we often publish related materials such as frequently asked questions and tips for keeping personal financial information safe.",
,,,"We have a wide range of technological, administrative, organizational and physical security measures designed to safeguard the confidentiality, integrity and availability of personal information.",
,,,Our Code of Conduct and related policies include specific guidelines on how employees should protect customers’ confidential information.,
,,,"We have established processes and procedures to report and respond to suspected or actual data privacy incidents that may compromise the confidentiality, integrity or availability of personal information.",
,,,We provide our employees the ability to make reports through our internal systems.,
,,,"Our centralized process requires escalation to a dedicated incident response team for severity assessment, mitigation, root cause analysis and corrective action.",
,,,"In accordance with the Firm's policies, we notify individuals and our regulators of data incidents.",
